,loss
0,0.001560616
1,0.011328085
2,0.005849955
3,0.0012798351
4,0.0011792049
5,0.0004828692
6,0.00076775276
7,0.0002650628
8,7.2241375e-05
9,3.2728214e-05
10,6.3424427e-06
11,1.6466992e-06
12,1.13167e-06
13,2.2353659e-06
14,7.6235926e-07
15,0.06282181
16,0.00057083176
17,0.00017325718
18,0.058193594
19,0.0010815494
20,0.00039635718
21,0.00026223774
22,4.9368544e-05
23,0.00014767401
24,0.00013100491
25,9.36447e-05
26,7.7415725e-06
27,6.8859714e-05
28,1.315572e-06
29,2.4925307e-06
30,2.352991e-06
31,4.9861992e-05
32,8.688024e-05
33,9.084484e-06
34,4.823588e-06
35,0.059310935
36,0.05377269
37,0.0017366146
38,0.0011881433
39,0.061071012
40,0.0010658968
41,0.0018407544
42,0.0036673245
43,0.05523285
44,0.05430997
45,0.004175104
46,0.0005316646
47,0.050703377
48,0.002719843
49,0.0045705326
50,0.00274452
51,0.0018571273
52,0.0014984976
53,0.00039325518
54,0.00039055815
55,0.0004228333
56,0.00042214955
57,0.00026321528
58,0.00035355403
59,9.246323e-05
60,6.822659e-05
61,3.279977e-05
62,0.061255645
63,0.000106739455
64,4.0657917e-05
65,0.060993083
66,0.00049946085
67,0.053742535
68,0.0007626841
69,0.00021093783
70,0.00083581713
71,0.0007350487
72,0.0013300249
73,0.051743936
74,0.0015358275
75,0.060618162
76,0.0012860685
77,0.00080849376
78,0.057546962
79,0.0015117927
80,0.00039364715
81,0.0005077846
82,0.00067862356
83,0.00051374536
84,0.00040958973
85,0.000387537
86,0.00022270405
87,0.00030438896
88,3.485988e-05
89,7.352188e-05
90,0.057760037
91,0.06407476
92,0.0031519395
93,0.0008474578
94,0.00027086542
95,0.00022596457
96,0.0001606348
97,5.096412e-05
98,0.0001391215
99,0.00016106106
100,3.4483928e-05
101,8.686294e-05
102,3.7978683e-05
103,5.4873206e-05
104,3.7151058e-05
105,2.818623e-05
106,2.0325959e-05
107,2.7760143e-05
108,9.455462e-06
109,1.31453e-05
110,0.061662614
111,0.062262017
112,0.06149111
113,0.0012089334
114,0.0011755686
115,0.0004992145
116,0.00035640283
117,0.05987691
118,0.0012378735
119,0.057957973
120,0.0012284997
121,0.0011101181
122,0.11079483
123,0.0042801225
124,0.00062914554
125,0.053208645
126,0.0021139306
127,0.16754502
128,0.007945555
129,0.0033671171
130,0.0010333671
131,0.0005094187
132,0.0025078505
133,0.058122814
134,0.0008286017
135,0.0013689038
136,0.055097636
137,0.0019456568
138,0.0007964209
139,0.0024336993
140,0.0008810169
141,0.109640315
142,0.0023754202
143,0.0009783814
144,0.0011566052
145,0.000598516
146,0.0007356318
147,0.00052386726
148,0.00040025232
149,0.00027526222
150,0.06520083
151,0.0015796865
152,0.0004430981
153,0.00044715684
154,0.00026889847
155,0.05804727
156,0.00015513517
157,0.00077012007
158,0.00036154504
159,0.06263555
160,0.05432754
161,0.004887524
162,0.05516329
163,0.0017636982
164,0.0018906516
165,0.0010222322
166,0.0010090861
167,8.250696e-05
168,0.07355255
169,0.00034804846
170,0.05754177
171,0.0009981056
172,0.0004455052
173,0.060138587
174,0.0009128161
175,0.00042187585
176,0.058339413
177,0.00051965285
178,0.0009340993
179,0.13521022
180,0.00032423993
181,0.00035264716
182,0.0006067749
183,0.05485794
184,0.0008170598
185,0.0007209234
186,0.0013095983
187,0.0006061877
188,0.00066689955
189,0.0006281199
190,0.00051331526
191,0.114113815
192,0.000992834
193,0.0007804547
194,0.060944743
195,0.0008678398
196,0.00047388932
197,0.0005247798
198,0.00059066736
199,0.06657807
200,0.0005896663
201,0.00067543454
202,0.11918843
203,0.0016269576
204,0.062151335
205,0.060393706
206,0.058976784
207,0.0010582987
208,0.0016625595
209,0.0013766534
210,0.0026932384
211,0.05629399
212,0.0010163091
213,0.0007067709
214,0.00074083346
215,0.05965031
216,0.0007356874
217,0.0008156632
218,0.054341987
219,0.05675304
220,0.0013658919
221,0.0013959224
222,0.0007497756
223,0.00032976043
224,0.00043189598
225,0.0003278412
226,0.00037400392
227,0.00053978956
228,0.0002125253
229,0.000181045
230,6.933848e-05
231,0.06170469
232,0.00041043764
233,0.0003268527
234,0.00019980563
235,0.00022230709
236,9.632787e-05
237,0.00013707111
238,0.06017737
239,0.0008240367
240,0.11699146
241,0.0006518682
242,0.058456507
243,0.0019020203
244,0.0014213094
245,0.00072610244
246,0.00062846096
247,0.057361167
248,0.057201825
249,0.0009788669
250,0.055783454
251,0.053401813
252,0.002195306
253,0.0009598761
254,0.0009958382
255,0.00023440059
256,0.00086976925
257,0.0002815416
258,0.05712585
259,0.0010904298
260,0.00019223784
261,0.00030082554
262,0.00019508014
263,0.0011264759
264,0.067163475
265,0.001147693
266,0.00036576306
267,0.00080353155
268,0.0009084343
269,0.00011956059
270,0.05717791
271,0.0006198565
272,0.00070773216
273,0.054485433
274,0.00019022575
275,0.055944584
276,0.00029851223
277,0.00097191404
278,0.00023591437
279,0.00058538624
280,0.0006627958
281,0.00083207287
282,0.05391862
283,0.00032447308
284,0.075633325
285,0.00019401782
286,0.0003059137
287,0.0008187014
288,0.0003234242
289,0.061373286
290,0.00028137097
291,0.00029918095
292,0.00027637693
293,0.00018606079
294,0.058703374
295,0.00025780834
296,0.0005931009
297,0.05852704
298,0.00043688522
299,0.00029155466
300,0.0006098175
301,0.00081255834
302,0.0002762502
303,0.13623379
304,0.0013562179
305,0.11837735
306,0.052570466
307,0.004309785
308,0.00017355457
309,0.00051337725
310,9.845219e-05
311,0.000659064
312,0.070053674
313,0.056667663
314,0.05576886
315,0.0017559342
316,0.00026597147
317,0.052133806
318,0.10905697
319,0.0006515432
320,0.0007675002
321,0.0013515817
322,0.00064063555
323,0.00040756207
324,0.00042072486
325,0.0004267541
326,0.0539992
327,0.0003302549
328,0.0007844125
329,9.652592e-05
330,0.051331818
331,0.0011531253
332,0.0008754406
333,0.0008564137
334,0.06637628
335,0.0024689105
336,0.117405094
337,0.09473388
338,0.00945176
339,0.0061812694
340,0.050852846
341,0.048551504
342,0.04424406
343,0.006520825
344,0.0009375509
345,0.06435672
346,0.0010956023
347,0.0005413645
348,0.0003086097
349,0.0009937123
350,0.0005697418
351,0.00012906105
352,0.06696696
353,0.0023314927
354,0.00017236218
355,0.11656486
356,0.0010217557
357,0.053313576
358,0.00031446715
359,0.00015477557
360,0.06656167
361,0.00043574817
362,0.0006531205
363,0.0008016826
364,0.00028222596
365,0.00085325644
366,0.00019221386
367,0.00030443183
368,0.00031665055
369,0.052266825
370,0.0007802013
371,0.0017597891
372,0.0004568682
373,0.06951162
374,0.00019897605
375,0.06330364
376,0.00064897805
377,0.0014824641
378,0.0004916173
379,0.061791413
380,0.00018344639
381,0.06228979
382,0.00038844286
383,0.00024633948
384,0.0004019546
385,0.0003344885
386,0.0004142249
387,0.048507754
388,3.4653593e-05
389,0.00088108727
390,0.0026562677
391,0.06329214
392,0.00032782054
393,0.04963236
394,0.00010178487
395,8.4878586e-05
396,0.00030256415
397,0.060323566
398,0.07014933
399,0.0021812022
400,0.0005148054
401,0.00025997346
402,0.10481805
403,0.0011834662
404,0.00037909442
405,0.00033262008
406,0.00031274869
407,0.00030903207
408,0.049077075
409,0.0002950408
410,0.0006099274
411,0.00017641704
412,0.00037684554
413,0.0014502376
414,0.00010947519
415,0.00026494463
416,0.0009787502
417,0.00012529749
418,0.00098078
419,9.8345095e-05
420,0.00057965226
421,0.0002553261
422,0.06395885
423,0.050513968
424,0.00049800705
425,0.071122214
426,0.00039949687
427,0.12035423
428,0.00078001735
429,0.04165645
430,0.0019926708
431,0.00078558095
432,0.00032208493
433,0.0013386395
434,0.00045431373
435,0.060212426
436,0.00043140832
437,0.0029068822
438,0.0005175329
439,0.00010303699
440,0.0017172778
441,0.051738635
442,0.062622935
443,0.0018919635
444,0.1667163
445,0.0005058545
446,0.054761767
447,0.043858584
448,0.003908201
449,0.0038134654
450,0.06592867
451,0.00095864275
452,0.064164124
453,0.00058435684
454,0.0008969791
455,0.00041967016
456,0.00089941185
