,reward
0,-5.0
1,-4.0
2,-4.0
3,-1.0
4,-3.0
5,-4.0
6,-5.0
7,-3.0
8,-5.0
9,-2.0
10,0.0
11,-5.0
12,-5.0
13,-5.0
14,-2.0
15,-3.0
16,-5.0
17,-4.0
18,-2.0
19,2.0
20,-2.0
21,-4.0
22,-3.0
23,-3.0
24,-1.0
25,-3.0
26,-2.0
27,2.0
28,-5.0
29,-4.0
30,-2.0
31,-3.0
32,-2.0
33,1.0
34,-2.0
35,-1.0
36,-3.0
37,2.0
38,-3.0
39,-2.0
40,-4.0
41,1.0
42,-4.0
43,-4.0
44,-2.0
45,-2.0
46,-2.0
47,2.0
48,2.0
49,-3.0
50,-3.0
51,-3.0
52,-1.0
53,0.0
54,-2.0
55,0.0
56,-1.0
57,-3.0
58,2.0
59,0.0
60,-1.0
61,-2.0
62,2.0
63,-2.0
