,loss
0,8.968108e-05
1,0.16463107
2,0.0046845498
3,4.2135325e-05
4,0.00010439713
5,0.0018656297
6,0.00086030026
7,0.00012715165
8,2.1134549e-05
9,3.5959914e-05
10,8.9663816e-05
11,5.0156737e-05
12,6.618158e-05
13,0.00011826035
14,5.4233024e-05
15,9.579372e-06
16,1.3141636e-05
17,1.7171973e-05
18,1.119194e-05
19,0.12297968
20,0.0026878898
21,0.00096016336
22,0.0013310757
23,0.00026223343
24,0.0007561386
25,0.0008582384
26,0.12014184
27,0.002355678
28,0.00083548395
29,0.10566313
30,0.0014003586
31,0.00294065
32,0.0022732094
33,6.064637e-05
34,0.00012284888
35,0.0009668567
36,0.0007588898
37,0.0006304574
38,0.0014865695
39,8.2023966e-05
40,0.00046139135
41,0.00016333086
42,0.000112955146
43,0.12397612
44,0.002045094
45,0.0011328678
46,0.00043131015
47,0.0010752974
48,0.0005757323
49,0.00023282945
50,0.000119285345
51,2.5891655e-05
52,0.0003307169
53,0.12294227
54,0.0009050454
55,0.0022784371
56,0.001789237
57,0.11200952
58,0.0005885937
59,0.0010154463
60,0.0016148054
61,0.0008862714
62,0.10658613
63,0.0017993602
64,0.00017807631
65,0.0017481109
66,0.00021083733
67,0.0012018362
68,4.31711e-05
69,0.0010002976
70,0.00088074064
71,0.00082452164
72,2.544064e-05
73,0.0007058924
74,0.0006013907
75,0.0005165191
76,0.00045961974
77,0.0008134208
78,0.0003092538
79,4.7297042e-05
80,4.1057197e-06
81,1.3088081e-06
82,1.2986011e-05
83,0.0002635052
84,0.00021070699
85,0.00037115812
86,0.1247903
87,0.11019634
88,0.00061761105
89,0.0009329268
90,1.4996547e-05
91,0.0009779164
92,8.553167e-06
93,0.0020285402
94,3.86315e-06
95,0.0016214908
96,0.00053881726
97,0.00074946816
98,8.7888766e-05
99,0.0011793489
100,0.00016845847
101,0.115178235
102,0.00010977843
103,0.001061129
104,0.11089689
105,0.0016853958
106,0.0022224789
107,0.0012248355
108,0.0010572299
109,0.110418476
110,0.0026584836
111,0.0020566946
112,0.00015327812
113,0.0012943931
114,0.0005307055
115,0.119771205
116,0.0006523577
117,0.00034509238
118,0.0003133247
119,0.0010839665
120,0.14645956
121,0.00072698656
122,0.0005426294
123,0.0009286328
124,0.0006796526
125,0.0005058551
126,6.1792475e-06
127,0.0003424364
128,0.00014514684
129,0.114452444
130,0.0014300838
131,0.0011492344
132,0.0005960916
133,0.0005300781
134,0.11077677
135,0.0020138766
136,0.0008267624
137,3.9321244e-06
138,4.9375167e-06
139,0.0006649153
140,0.0006701412
141,6.575973e-05
142,0.0005698179
143,0.0009884927
144,0.00043067793
145,0.00034038885
146,1.3428051e-05
147,2.1359243e-05
148,0.12280181
149,0.11368985
150,0.00037730654
151,0.0009898997
152,0.00051212095
153,0.0013360344
154,0.00090007676
155,0.00060301676
156,0.0008826182
157,0.0002367825
158,0.00018115129
159,0.00018866776
160,0.00017884996
161,0.00016668002
162,7.892327e-05
163,4.754005e-05
164,2.1753638e-05
165,3.1478674e-05
166,5.9185654e-06
167,4.701286e-06
168,5.0272997e-06
169,1.2293604e-06
170,5.985663e-07
171,2.8784852e-06
172,1.9028146e-05
173,0.123479776
174,0.00088617625
175,4.4771783e-05
176,0.00021608427
177,0.00010896825
178,0.00041821686
179,0.0003412377
180,0.0005512256
181,0.0002820554
182,0.0002206986
183,5.2924148e-05
184,0.000101842146
185,8.637269e-05
186,0.124983676
187,0.000879708
188,0.0004010621
189,0.00046155148
190,0.00045448024
191,0.0001482217
192,9.649295e-05
193,0.116625436
194,0.00053666526
195,0.11021567
196,0.118317015
197,0.0030033733
198,0.0012819669
199,0.001118472
200,0.0010853229
201,0.00036459483
202,0.0005464328
203,0.0005787588
204,0.000134474
205,0.0005288025
206,0.115195826
207,0.0011037034
208,0.0013544821
209,0.0014636314
210,0.00088559976
211,0.00014220146
212,0.00059653097
213,0.0006449146
214,0.00030875002
215,0.00017486859
216,9.014059e-05
217,0.00022497197
218,3.6230034e-05
219,0.000288318
220,1.8386836e-05
221,6.371777e-06
222,2.8111158e-06
223,5.7222137e-06
224,0.118659355
225,0.10614406
226,0.20084146
227,0.009805724
228,0.0012714656
229,0.0025235014
230,0.0012160855
231,0.0008570916
232,0.0009814686
233,0.0015152235
234,0.00012435173
235,0.00023099458
236,0.0015238588
237,0.113653794
238,0.09842891
239,0.00994005
240,0.0064300685
241,0.0013315831
242,4.6115696e-05
243,0.0002448099
244,0.00015333758
245,0.0012462472
246,9.4059666e-05
247,0.00018209929
248,0.1249248
249,0.11060907
250,0.001047486
251,0.10220806
252,0.0031631296
253,0.0008213083
254,0.0063202004
255,0.0011354629
256,0.0034878962
257,0.0016912426
258,0.0024429606
259,0.00085504435
260,0.00039315558
261,0.103265904
262,0.0028550273
263,0.00034704083
264,0.0041096746
265,0.0014299166
266,3.6163535e-06
267,0.0012598744
268,0.124582425
269,0.10676183
270,0.14010216
271,0.00039700707
272,0.0031496333
273,0.0024848885
274,0.0004925364
275,0.15152664
276,0.00033493797
277,0.002528891
278,0.0002973301
279,0.15872405
280,0.0027685624
281,0.00040524354
282,0.0024383003
283,0.0065481737
284,0.0001382019
285,0.11803828
286,0.0016728011
287,0.0012178412
288,0.0032806487
289,0.0010292814
290,0.00030178713
291,0.0013876583
292,0.15567112
293,0.001111798
294,0.0004688527
295,0.0016222554
296,0.0012026618
297,0.00056122174
298,0.13512573
299,0.00097175443
300,0.00037845498
301,5.9044687e-05
302,0.00038465677
303,0.00045933583
304,7.4487194e-05
305,2.6241778e-06
306,9.358733e-06
307,0.0001304842
308,9.714409e-05
309,4.9778984e-05
310,0.12466051
311,0.0006163266
312,0.109278634
313,6.656615e-05
314,0.0002325279
315,0.0013522097
316,0.0017733473
317,0.120420225
318,0.11429596
319,0.0021944735
320,0.12815575
321,0.0014109481
322,0.00061208825
323,0.0012209764
324,0.0010726717
325,0.0024174156
326,0.00066835224
327,0.0004456327
328,0.0022401954
329,0.0013104192
330,0.11531463
331,0.110588185
332,0.0016803131
333,0.0014995387
334,0.00070193294
335,0.001864643
336,0.11010685
337,0.0023184998
338,0.0011321938
339,0.000826438
340,0.0011671355
341,0.0016632559
342,0.0011899098
343,0.0009179585
344,0.00046516611
345,0.0014042457
346,0.10700055
347,0.15633921
348,0.002269415
349,0.0017113956
350,0.11041883
351,0.10950286
352,0.10483437
353,0.0009855286
354,0.00080471137
355,0.10491161
356,0.0016195525
357,0.0026605616
358,0.0008750949
359,0.0027957102
360,0.0008747733
361,0.0013977276
362,0.0013516463
363,0.003128028
364,0.0004679774
365,0.0016943768
366,0.0013407173
367,0.0013780481
368,0.00019579989
369,0.0005024063
370,0.0009348193
371,0.00044798185
372,0.1515655
373,0.00030680644
374,0.0003985063
375,0.0005315381
376,0.001379865
377,0.11056582
378,0.10954342
379,0.00076320657
380,0.0028250725
381,0.0006968675
382,0.1268954
383,0.00042381533
384,0.0010825048
385,0.00080633943
386,0.00020990428
387,0.00092527684
388,0.00023765322
389,0.00077205076
390,0.0013377864
391,0.00081758294
392,0.00010362778
393,0.00068676966
394,0.00023200302
395,0.00013466869
396,0.00040525832
397,0.00021494064
398,3.284111e-05
399,0.114054106
400,0.0002270806
401,0.11150838
402,0.0013295593
403,0.0027810163
404,0.00047424127
405,0.0004982762
406,0.00013972545
407,0.0008434232
408,0.0015979375
409,0.0008633247
410,0.0005701031
411,0.0013591287
412,0.11034241
413,0.11190114
414,0.28644845
415,4.734696e-05
416,0.0004965582
417,0.002198509
418,8.712686e-06
419,0.11077068
420,0.0015938482
421,7.1372255e-05
422,0.1001456
423,5.7857287e-05
424,0.23234199
425,0.0006780695
426,0.0014549001
427,0.0009607401
428,0.101089835
429,3.3815337e-05
430,0.0037720362
