,steps
0,119
1,163
2,164
3,277
4,194
5,165
6,119
7,212
8,118
9,241
10,319
11,118
12,116
13,118
14,221
15,192
16,117
17,164
18,206
19,388
20,241
21,146
22,215
23,176
24,272
25,213
26,238
27,240
28,119
29,165
30,227
31,213
32,223
33,312
34,221
35,291
36,191
37,240
38,194
39,207
40,145
41,337
42,147
43,165
44,222
45,221
46,204
47,368
48,240
49,176
50,175
51,175
52,253
53,320
54,206
55,303
56,273
57,177
58,408
59,288
60,237
61,222
62,240
63,207
