,steps
0,117
1,145
2,194
3,164
4,116
5,193
6,290
7,242
8,194
9,192
10,194
11,194
12,146
13,309
14,215
15,239
16,291
17,191
18,222
19,243
20,241
21,147
22,193
23,215
24,175
25,222
26,144
27,191
28,119
29,224
30,212
31,175
