,loss
1090,2.0661762e-05
1091,1.6586566e-05
1092,9.98106e-06
1093,0.0001467581
1094,6.953943e-05
1095,0.0003832134
1096,0.0004745784
1097,2.8809913e-05
1098,4.51513e-06
1099,5.4305616e-05
1100,0.23936167
1101,0.0005992368
1102,8.831711e-05
1103,0.0016823269
1104,0.00021806701
1105,3.4447978e-05
1106,1.44799915e-05
1107,1.2344493e-05
1108,7.756545e-05
1109,4.7411897e-05
1110,0.00027056946
1111,9.6266915e-05
1112,3.328053e-06
1113,6.555306e-06
1114,5.8313264e-05
1115,4.346548e-05
1116,8.590542e-06
1117,0.00039459098
1118,2.2537465e-06
1119,0.00013589322
1120,4.199476e-05
1121,0.00016249956
1122,0.00019302295
1123,0.21099994
1124,0.0022612293
1125,3.2780185e-06
1126,0.28409675
1127,0.24958809
1128,4.7959806e-05
1129,0.0012444217
1130,6.8822774e-05
1131,1.4822713e-05
1132,0.24119942
1133,0.000108177344
1134,0.0015181839
1135,2.7140786e-05
1136,1.30819335e-05
1137,9.8634755e-06
1138,0.0020001056
1139,0.0018634202
1140,0.00016089539
1141,9.538111e-05
1142,0.00020336555
1143,0.0001661792
1144,1.5579815e-06
1145,0.00013663978
1146,0.002109465
1147,1.401175e-05
1148,6.762784e-05
1149,0.00037681405
1150,1.5909626e-06
1151,0.00010065115
1152,1.7348473e-05
1153,8.156019e-06
1154,0.0006179099
1155,7.552445e-05
1156,0.000104229795
1157,0.00035907724
1158,0.00049173506
1159,0.0001750238
1160,1.0468483e-05
1161,1.7282167e-05
1162,2.6995158e-05
1163,1.6209118e-06
1164,3.8511345e-05
1165,7.848642e-06
1166,6.4220236e-05
1167,4.5560893e-05
1168,1.5802127e-05
1169,0.25129998
1170,0.0029071108
1171,0.0033297632
1172,0.028834766
1173,0.00027189526
1174,0.00028874777
1175,2.395076e-05
1176,0.00029472238
1177,0.00014470499
1178,7.44475e-05
1179,7.618633e-05
1180,7.1927236e-05
1181,0.0003429278
1182,0.00030428357
1183,3.298567e-05
1184,8.556784e-06
1185,0.00011139376
1186,1.0589743e-05
1187,7.949516e-05
1188,6.9438606e-06
1189,3.2352505e-06
1190,0.0001129061
1191,8.274216e-06
1192,1.347783e-05
1193,1.3843877e-05
1194,1.614906e-05
1195,2.0857025e-05
1196,6.7185642e-06
1197,0.00037321923
1198,3.9159862e-05
1199,9.750315e-07
1200,1.0186203e-05
1201,4.9309974e-06
1202,0.23147616
1203,5.112852e-05
1204,3.4976557e-07
1205,3.3322788e-06
1206,2.8877283e-05
1207,6.0369875e-06
1208,2.1387968e-05
1209,1.5202305e-05
1210,1.6889815e-05
1211,2.63796e-06
1212,4.835739e-07
1213,8.861685e-07
1214,0.0027192219
1215,0.0012145282
1216,5.076015e-06
1217,0.0018165712
1218,0.0016036207
1219,0.0010377866
1220,1.4492667e-05
1221,1.561671e-05
1222,1.4753593e-05
1223,1.1558563e-05
1224,1.1286112e-05
1225,0.0021125968
1226,0.24691898
1227,0.20697013
1228,0.00016407981
1229,3.3059692e-05
1230,0.0021198557
1231,0.0012482604
1232,0.00037113426
1233,1.2352928e-05
1234,0.0013972665
1235,3.9835108e-05
1236,0.0025511642
1237,0.00086216413
1238,0.0007515953
1239,9.798806e-05
1240,1.187646e-05
1241,0.0021787717
1242,6.948607e-05
1243,0.00014330682
1244,0.24308437
1245,2.0546483e-06
1246,0.00023008138
1247,0.0022404697
1248,1.2823665e-05
1249,7.1318565e-05
1250,0.0003459772
1251,0.00039868898
1252,0.0002641366
1253,0.0010969596
1254,0.00021526404
1255,2.0390886e-05
1256,0.00020623759
1257,0.00010553863
1258,0.00023254495
1259,0.00016673787
1260,0.00013750301
1261,6.0827722e-05
1262,2.8270648e-05
1263,0.0008694849
1264,0.000103926366
1265,0.00083800417
1266,0.0011821822
1267,1.129985e-05
1268,1.348572e-05
1269,0.00031474794
1270,2.3924076e-05
1271,2.777134e-05
1272,0.00032655738
1273,0.00034734135
1274,8.747498e-06
1275,0.00012040278
1276,3.373355e-05
1277,2.6763857e-05
1278,0.000117826654
1279,5.536683e-05
1280,6.594016e-05
1281,3.3647422e-05
1282,0.00011033704
1283,2.4961504e-05
1284,0.23441155
1285,5.4923323e-05
1286,0.0006208449
1287,0.0023354301
1288,0.0013182262
1289,2.663607e-05
1290,2.5598882e-05
1291,0.00035985454
1292,8.090868e-05
1293,3.0896506e-05
1294,1.6401302e-05
1295,5.122859e-05
1296,0.0010008091
1297,4.6792436e-05
1298,5.1924253e-06
1299,0.00060147134
1300,0.20641974
1301,5.154961e-05
1302,0.0037951341
1303,0.00011065765
1304,1.4854242e-05
1305,3.0802716e-05
1306,2.3789988e-05
1307,0.27893725
1308,0.00033557747
1309,0.0009962326
1310,0.0025832036
1311,8.9461784e-05
1312,0.00031121037
1313,9.846561e-05
1314,0.0001631814
1315,0.0011183216
1316,0.00015043771
1317,0.00022696306
1318,0.00014830813
1319,0.00025650644
1320,0.25188074
1321,5.3189204e-05
1322,0.00024945117
1323,0.002655123
1324,1.3151517e-05
1325,6.19547e-05
1326,3.9043247e-05
1327,0.00014112663
1328,0.00027895463
1329,7.3399766e-05
1330,7.919855e-05
1331,0.003068286
1332,8.174284e-05
1333,0.00011802481
1334,7.87909e-06
1335,7.422195e-06
1336,0.0039917473
1337,8.517804e-05
1338,0.00010988909
1339,0.0001556012
1340,3.354153e-05
1341,0.0013025171
1342,5.6688034e-05
1343,0.000221487
1344,0.00020296905
1345,0.001433248
1346,5.114768e-05
1347,1.8963004e-07
1348,5.3413373e-06
1349,0.0003600028
1350,5.7809984e-06
1351,1.0186128e-05
1352,4.1905885e-05
1353,1.6834929e-05
1354,6.935204e-05
1355,2.45747e-05
1356,0.000108389904
1357,0.24322952
1358,0.00019267669
1359,0.00012496732
1360,0.00010493962
1361,7.424073e-05
1362,7.929091e-05
1363,4.2753643e-05
1364,6.63755e-05
1365,6.192473e-05
1366,3.5239562e-05
1367,0.001962786
1368,7.4100506e-05
1369,3.8082413e-05
1370,3.5123427e-05
1371,7.42776e-05
1372,0.00028579912
1373,0.0016376537
1374,2.6152542e-05
1375,0.0008382914
1376,3.6392194e-05
1377,8.413786e-05
1378,0.00010067733
1379,5.3639713e-05
1380,0.22590171
1381,0.0017136758
1382,7.081065e-07
1383,8.606433e-06
1384,6.772003e-05
1385,0.002103795
1386,6.7819055e-05
1387,2.6814047e-07
1388,1.131207e-05
1389,5.141701e-06
1390,0.0023037465
1391,0.0024466822
1392,0.0005158977
1393,4.1083422e-07
1394,0.0010245786
1395,4.8176702e-05
1396,2.630703e-05
1397,4.3256646e-06
1398,9.263003e-06
1399,3.7216512e-07
1400,3.1897744e-05
1401,7.531393e-06
1402,2.079649e-06
1403,0.24281847
1404,8.364331e-05
1405,9.591481e-05
1406,7.283761e-05
1407,6.775638e-06
