,reward
0,-5.0
1,-4.0
2,-3.0
3,-4.0
4,-5.0
5,-3.0
6,-1.0
7,-2.0
8,-3.0
9,-3.0
10,-3.0
11,-3.0
12,-4.0
13,0.0
14,-3.0
15,2.0
16,-1.0
17,-3.0
18,-2.0
19,-2.0
20,-2.0
21,-4.0
22,-3.0
23,-3.0
24,-3.0
25,-2.0
26,-4.0
27,-3.0
28,-5.0
29,-2.0
30,-3.0
31,-3.0
